## Date:  August 8, 1998
##
## The Carnegie Mellon Pronouncing Dictionary [cmudict.0.6] is Copyright 1998
## by Carnegie Mellon University. Use of this dictionary, for any research or
## commercial purpose, is completely unrestricted.  If you make use of or
## redistribute this material, we would appreciate acknowlegement of its
## origin.
##
## cmudict.0.6 is the fifth release of cmudict, first released as cmudict.0.1
## in September of 1993.  There was no generally available public release 
## of version 0.5.
##
## See the README in this directory before you use this dictionary.
##
## Thanks to Bill Huggins at BBN; Bill Fisher at NIST; Alex Hauptman,
## Alex Rudnicky, Jack Mostow, Roni Rosenfeld, Richard Stern,
## Matthew Siegler, Kevin Lenzo, Maxine Eskenazi, Mosur Ravishankar,
## Eric Thayer, Kristie Seymore, and Raj Reddy at CMU; Lin Chase at
## LIMSI; Doug Paul at MIT Lincoln Labs; Ben Serridge at MIT SLS; Murray 
## Spiegel at Bellcore; Tony Robinson at Cambridge UK; David Bowness of 
## CAE Electronics Ltd. and CRIM; Stephen Hocking; Jerry Quinn at BNR 
## Canada, and Marshal Midden for bringing to our attention problems and 
## inadequacies with the first releases. Most special thanks to Bob Weide 
## for all his work on prior versions of the dictionary.
##
## We welcome input from users and will continue to acknowledge such input
## in subsequent releases. If I failed to acknowledge your input in this
## release, please remind me and I will update these comments. If I failed to
## fix things that you brought to my attention, please remind me and have
## patience. If I actually fixed things that you brought to my attention and
## you appreciate it, I wouldn't mind a pat on the back.
##
## This version differs from previous releases of cmudict most significantly
## in the addition of new words from the common ARPA tasks for 1996 and 1997.
##
## There are undoubtedly still errors and inconsistencies in this dictionary
## so keep your eyes open for problems and mail them to me.
##
## We hope this dictionary is an improvement over cmudict.0.4.
## 
## email: cmudict@cs.cmu.edu
## web:   http://www.speech.cs.cmu.edu/cgi-bin/cmudict
## ftp:   ftp://ftp.cs.cmu.edu/project/speech/dict/
##
## Thank you for your continued interest in the CMU Pronouncing 
## Dictionary.  Further addictions and improvements are planned
## for forthcoming releases.
##
!exclamation-point  ɛk - sklə - ˈmeɪ - ʃən - pɔɪnt
"close-quote  ˈkloʊz - ˈkwoʊt
cypress(2)  ˈsaɪ - prɪs
cyprian  ˈsɪ - pri - ən
cypriot  ˈsɪ - pri - ət
cypriot(2)  ˈsɪ - pri - ɑt
cypriots  ˈsɪ - pri - əts
cypriots(2)  ˈsɪ - pri - ɑts
cypris  ˈsaɪ - prɪs
cyprus  ˈsaɪ - prəs
cyr  ˈsɪr
cyran  ˈkɪ - rən
cyrano  ki - ˈrɑ - noʊ
cyrano(2)  ˈsɪ - rə - noʊ
cyrena  kɪ - ˈri - nə
cyril  ˈsɪ - rəl
cyrilla  sɪ - ˈrɪ - lə
cyrillic  sɚ - ˈɪ - lɪk
cyrix  ˈsaɪ - rɪks
cyrix's  ˈsaɪ - rɪk - sɪz
cyrix's(2)  ˈsɪ - rɪk - sɪz
cyrix(2)  ˈsɪ - rɪks
cyrus  ˈsaɪ - rəs
cyst  ˈsɪst
cystic  ˈsɪ - stɪk
cysts  ˈsɪsts
cysts(2)  ˈsɪss
cysts(3)  ˈsɪs
cytherea  sɪ - θɚ - ˈi - ə
cytogen  ˈsaɪ - toʊ - dʒɛn
cytology  saɪ - ˈtɑ - lə - dʒi
cytomegalovirus  saɪ - tə - mɛ - gə - loʊ - ˈvaɪ - rəs
cytoplasm  ˈsaɪ - tə - plæ - zəm
cytoplasmic  saɪ - tə - ˈplæz - mɪk
cytotech  ˈsaɪ - toʊ - tɛk
cytotechs  ˈsaɪ - toʊ - tɛks
cywinski  kɪ - ˈvɪn - ski
czaja  ˈtʃaɪ - ə
czajka  ˈtʃaɪ - kə
czajkowski  tʃaɪ - ˈkɔfs - ki
czapla  ˈtʃɑ - plə
czaplewski  tʃə - ˈplɛfs - ki
czaplicki  tʃə - ˈplɪts - ki
czar  ˈzɑr
czar's  ˈzɑrz
czarist  ˈzɑ - rɪst
czarnecki  tʃɚ - ˈnɛts - ki
czarnik  ˈtʃɑr - nɪk
czarny  ˈtʃɑr - ni
czars  ˈzɑrz
czech  ˈtʃɛk
czechoslovak  tʃɛ - kə - ˈsloʊ - vɑk
czechoslovakia  tʃɛ - kə - sloʊ - ˈvɑ - ki - ə
czechoslovakia's  tʃɛ - kə - sloʊ - ˈvɑ - ki - əz
czechoslovakian  tʃɛ - tʃə - sloʊ - ˈvɑ - ki - ən
czechoslovaks  tʃɛ - kə - ˈsloʊ - vɑks
czechowski  tʃɪ - ˈhɔfs - ki
czechs  ˈtʃɛks
czekajewski  tʃɛ - kə - ˈdʒus - ki
czepiel  ˈtʃɛ - pil
czerniak  ˈtʃɝ - ni - æk
czerny  ˈtʃɝ - ni
czerwinski  tʃɚ - ˈvɪn - ski
czerwonka  tʃɚ - ˈvɑŋ - kə
czeslaw  tʃɛs - ˈlɔ
czyz  ˈtʃɪz
czyzewski  tʃɪ - ˈzɛfs - ki
d  ˈdi
d'affaires  də - ˈfɛrz
d'agostino  dɑ - gə - ˈsti - noʊ
d'alene  də - ˈlin
d'alessandro  dæ - lɛ - ˈsæn - droʊ
d'allest  dæ - ˈlɛst
d'amato  də - ˈmɑ - toʊ
d'amato's  də - ˈmɑ - toʊz
d'america  də - ˈmɛ - rɪ - kə
d'amico  dæ - mi - koʊ
d'amore  di - ə - ˈmɔ - reɪ
d'amore's  di - ə - ˈmɔ - reɪz
d'andrea  ˈdæn - dri - ə
d'angelo  di - ˈæn - dʒɪ - loʊ
d'arcy  ˈdɑr - si
d'aubuisson  ˈdɔb - wi - sɑn
d'aviation  deɪ - vi - ˈeɪ - ʃən
d'electricite  də - lɛk - ˈtrɪ - sə - teɪ
d'electricite(2)  də - lɛk - ˈtrɪ - sɪ - teɪ
d'escoto  dɛ - ˈskoʊ - toʊ
d'estaing  də - ˈsteɪŋ
d'etat  ˈdɛ - tæt
d'etat(2)  deɪ - ˈtɑ
d'etats  deɪ - ˈtɑz
d'etre  ˈdɛ - tri
d'etude  ˈdɛ - tud
d'genetta  di - dʒə - ˈnɛ - tə
d'ivoire  di - ˈvwɑr
d'oeuvre  ˈdɝv
d'oeuvres  ˈdɝvz
d'or  ˈdɔr
d'orsay  dɔr - ˈseɪ
d's  ˈdiz
d'souza  dɪ - ˈsu - zə
d'souza(2)  di - ˈsu - zə
d.  ˈdi
d.'s  ˈdiz
d.s  ˈdiz
da  ˈdɑ
da's  ˈdi - ˈeɪz
da(2)  ˈdi - ˈeɪ
daane  ˈdɑn
dab  ˈdæb
dabah  ˈdæ - bə
dabah(2)  də - ˈbɑ
dabbing  ˈdæ - bɪŋ
dabble  ˈdæ - bəl
dabbled  ˈdæ - bəld
dabbles  ˈdæ - bəlz
dabbling  ˈdæ - bəl - ɪŋ
dabbling(2)  ˈdæ - blɪŋ
dabbs  ˈdæbz
dabchick  ˈdæb - tʃɪk
dabhol  ˈdæ - boʊl
dabkowski  dəb - ˈkɔfs - ki
dabney  ˈdæb - ni
dabrowski  də - ˈbrɔfs - ki
dac  ˈdæk
dace  ˈdeɪs
dacey  ˈdeɪ - si
dacha  ˈdɑ - tʃə
dachau  ˈdæ - kaʊ
dachshund  ˈdɑks - hʊnd
dachshunds  ˈdɑks - hʊnts
dacia  ˈdeɪ - ʃi - ə
dack  ˈdæk
dacosta  dɑ - ˈkoʊ - stə
dacquisto  ˈdæ - kwɪ - stoʊ
dacron  ˈdæ - krɑn
dacruz  ˈdɑ - kruz
dacs  ˈdæks
dacunha  də - ˈkʌn - hə
dacus  ˈdæ - kɪs
dacy  ˈdeɪ - si
dad  ˈdæd
dad's  ˈdædz
dada  ˈdɑ - dɑ
dadamo  dɑ - ˈdɑ - moʊ
daddario  dɑ - ˈdɑ - ri - oʊ
daddies  ˈdæ - diz
daddona  dɑ - ˈdoʊ - nə
daddy  ˈdæ - di
daddy's  ˈdæ - diz
daddy-o  ˈdæ - di - oʊ
daddy-o's  ˈdæ - di - oʊz
dade  ˈdeɪd
dadeland  ˈdeɪd - lənd
dadfar  ˈdæd - fɑr
dadisman  ˈdæ - dɪs - mən
dado  ˈdeɪ - doʊ
dads  ˈdædz
dady  ˈdeɪ - di
dae  ˈdeɪ
daedalus  ˈdɛ - də - ləs
daedalus(2)  deɪ - ˈdæ - ləs
daelim  deɪ - ˈlim
daemon  ˈdi - mən
daemon(2)  ˈdeɪ - mən
daenzer  ˈdɛn - zɚ
daewoo  ˈdeɪ - wu
daffern  ˈdæ - fɚn
daffin  ˈdæ - fɪn
daffodil  ˈdæ - fə - dɪl
daffodils  ˈdæ - fə - dɪlz
daffron  ˈdæ - frən
daffy  ˈdæ - fi
daffynition  dæ - fi - ˈnɪ - ʃən
dafna  ˈdæf - nə
dafoe  ˈdæ - foʊ
dafsa  ˈdæf - sə
daft  ˈdæft
dag  ˈdæg
dagan  ˈdeɪ - gən
dagata  dɑ - ˈgɑ - tə
dagen  ˈdæ - gən
dagenais  ˈdæ - ʒɪ - neɪ
dagenham  ˈdæ - gən - hæm
dagenhart  ˈdæ - gən - hɑrt
dager  ˈdeɪ - gɚ
dagestan  ˈdæ - gɛ - stæn
dagg  ˈdæg
dagger  ˈdæ - gɚ
daggers  ˈdæ - gɚz
daggett  ˈdæ - gɪt
daggs  ˈdægz
daggy  ˈdæ - gi
dagle  ˈdeɪ - gəl
dagley  ˈdæg - li
dagmar  ˈdæg - mɑr
dagon  ˈdeɪ - gən
dagostino  dɑ - goʊ - ˈsti - noʊ
dague  ˈdɑg
dagwood  ˈdæg - wʊd
dah  ˈdʌ
daher  ˈdɑ - ɚ
dahill  ˈdɑ - hɪl
dahl  ˈdɑl
dahl's  ˈdɑlz
dahlberg  ˈdɑl - bɚg
dahle  ˈdɑ - əl
dahlem  ˈdɑ - lɪm
dahlen  ˈdɑ - lən
dahler  ˈdɑ - lɚ
dahlgren  ˈdæl - grɪn
dahlheimer  ˈdɑl - haɪ - mɚ
dahlia  ˈdæ - lyə
dahlin  ˈdɑ - lɪn
dahlke  ˈdɑlk
dahlman  ˈdɑl - mən
dahlquist  ˈdɑl - kwɪst
dahlstrom  ˈdɑl - strəm
dahm  ˈdæm
dahman  ˈdɑ - mən
dahmen  ˈdɑ - mɛn
dahmer  ˈdɑ - mɚ
dahmer's  ˈdɑ - mɚz
dahms  ˈdɑmz
dahn  ˈdæn
dahn(2)  ˈdɑn
dahnke  ˈdæŋk
dahrain  də - ˈreɪn
dai  ˈdaɪ
daido  ˈdeɪ - doʊ
daidone  ˈdeɪ - doʊn
daiei  ˈdaɪ - eɪ
daigle  ˈdeɪ - gəl
daigler  ˈdeɪ - glɚ
daignault  dɛg - ˈnoʊ
daigneault  dɛg - ˈnoʊ
daigre  ˈdeɪ - gɚ
daigrepont  ˈdeɪ - grɪ - pɑnt
daihatsu  daɪ - ˈhæt - su
daiichi  daɪ - ˈi - tʃi
daikin  ˈdeɪ - kɪn
dail  ˈdeɪl
daile  ˈdeɪl
dailey  ˈdeɪ - li
dailies  ˈdeɪ - liz
daily  ˈdeɪ - li
daimler  ˈdeɪm - lɚ
daimler's  ˈdeɪm - lɚz
daimler(2)  ˈdɛm - lɚ
daimones  ˈdeɪ - moʊnz
dain  ˈdeɪn
daines  ˈdeɪnz
daini  ˈdeɪ - ni
dainippon  deɪ - nɪ - ˈpɑn
dains  ˈdeɪnz
dainty  ˈdeɪn - ti
dairies  ˈdɛ - riz
dairy  ˈdɛ - ri
dairying  ˈdɛ - ri - ɪŋ
dairymen  ˈdeɪ - ri - mən
dais  ˈdeɪz
daise  ˈdeɪz
daisey  ˈdeɪ - si
daishowa  deɪ - ˈʃaʊ - ə
daisies  ˈdeɪ - ziz
daisy  ˈdeɪ - zi
daisy's  ˈdeɪ - ziz
daiwa  ˈdeɪ - wə
daiwa's  ˈdeɪ - wəz
dajun  ˈdeɪ - dʒən
dak  ˈdæk
dak(2)  ˈdi - ˈeɪ - ˈkeɪ
dakar  dɑ - ˈkɑr
dake  ˈdeɪk
dakin  ˈdeɪ - kɪn
dakota  də - ˈkoʊ - tə
dakota's  də - ˈkoʊ - təz
dakotan  də - ˈkoʊ - tən
dakotans  də - ˈkoʊ - tənz
dakotas  də - ˈkoʊ - təz
dal  ˈdæl
dalafield  ˈdæ - lə - fild
dalai  ˈdæ - leɪ
dalai(2)  ˈdɔ - laɪ
dalai(3)  ˈdɑ - li
dalal  ˈdeɪ - ləl
dalbar  ˈdæl - bɑr
dalbec  ˈdæl - bɪk
dalbert  ˈdæl - bɚt
dalbey  ˈdæl - bi
dalby  ˈdɔl - bi
dale  ˈdeɪl
dale's  ˈdeɪlz
daleiden  ˈdæ - laɪ - dən
dalen  ˈdæ - lən
daleo  ˈdɑ - li - oʊ
dales  ˈdeɪlz
dalesandro  dɑ - lɛ - ˈsɑn - droʊ
dalesio  də - ˈli - si - oʊ
dalessandro  dɑ - lɛ - ˈsɑn - droʊ
dalessio  də - ˈlɛ - si - oʊ
daleth  ˈdɑ - lɛθ
daley  ˈdeɪ - li
daley's  ˈdeɪ - liz
dalfen  ˈdæl - fən
dalfonso  dæl - ˈfɑn - soʊ
dalfort  ˈdɔl - fɚt
dalgety  dæl - ˈgɛ - ti
dalgleish  ˈdæl - gə - lɪʃ
dalgleish(2)  ˈdæl - glɪʃ
dalhouse  ˈdɔl - haʊs
dali  ˈdɑ - li
dalia  ˈdɑ - lyə
dalian  ˈdeɪ - li - ən
daliberti  dæ - lə - ˈbɛr - ti
dalila  də - ˈlaɪ - lə
dalis  ˈdæ - lɪs
dalke  ˈdeɪlk
dalkon  ˈdæl - kən
dall  ˈdɔl
dalla  ˈdæ - lə
dallaire  ˈdɑ - lɛr
dallara  dæ - ˈlɑ - rə
dallas  ˈdæ - ləs
dallas'  ˈdæ - ləs
dallas's  ˈdæ - lə - sɪz
dalley  ˈdæ - li
dallhold  ˈdɔl - hoʊld
dalliance  ˈdæ - li - əns
dallied  ˈdæ - lid
dallman  ˈdɔl - mən
dallmann  ˈdɔl - mən
dally  ˈdæ - li
dalma  ˈdɑl - mə
dalman  ˈdæl - mən
dalmatian  dæl - ˈmeɪ - ʃən
dalmatians  dæl - ˈmeɪ - ʃənz
dalmo  ˈdɔl - moʊ
dalo  ˈdɑ - loʊ
daloia  dɑ - ˈloʊ - yə
daloisio  dɑ - ˈlɔɪ - si - oʊ
dalonzo  də - ˈlɑn - zoʊ
dalpe  ˈdeɪlp
dalpiaz  dɑl - ˈpi - ɑz
dalporto  dɑl - ˈpɔr - toʊ
dalrymple  ˈdæl - rɪm - pəl
dalto  ˈdɑl - toʊ
dalton  ˈdɔl - tən
dalton's  ˈdɔl - tənz
daltons  ˈdɔl - tənz
daly  ˈdeɪ - li
dalzell  ˈdæl - zəl
dalziel  ˈdæl - zil
dam  ˈdæm
dam's  ˈdæmz
dama  ˈdɑ - mə
damaclean  ˈdæ - mə - klin
damage  ˈdæ - mədʒ
damage(2)  ˈdæ - mɪdʒ
damaged  ˈdæ - mədʒd
damaged(2)  ˈdæ - mɪdʒd
damages  ˈdæ - mə - dʒəz
damages(2)  ˈdæ - mɪ - dʒɪz
damaging  ˈdæ - mɪ - dʒɪŋ
daman  ˈdeɪ - mən
damaris  də - ˈmɑ - rəs
damas  ˈdɑ - məz
damascus  də - ˈmæs - kəs
damascus's  də - ˈmæs - kə - sɪz
damask  ˈdæ - məsk
damasks  ˈdæ - məsks
damato  dɑ - ˈmɑ - toʊ
dambach  ˈdæm - bɑk
dambacher  ˈdæm - bɑ - kɚ
dambra  ˈdæm - brə
dambrosia  dɑm - ˈbroʊ - si - ə
dambrosio  dæm - ˈbroʊ - si - oʊ
dame  ˈdeɪm
dame's  ˈdeɪmz
damelio  də - ˈmi - li - oʊ
damer  ˈdeɪ - mɚ
dameron  dɑ - mɛ - ˈrɔn
dames  ˈdeɪmz
damewood  ˈdeɪm - wʊd
damgard  ˈdæm - gɑrd
damian  ˈdeɪ - mi - ən
damiani  dɑ - mi - ˈɑ - ni
damiano  dɑ - mi - ˈɑ - noʊ
damico  dɑ - ˈmi - koʊ
damien  ˈdeɪ - mi - ən
damien's  ˈdeɪ - mi - ənz
damietta  dæ - mi - ˈɛ - tə
daminozide  dæ - ˈmɪ - nə - zaɪd
damita  dɑ - ˈmi - tə
damitz  ˈdæ - mɪts
damm  ˈdæm
dammam  ˈdæ - məm
damman  ˈdæ - mən
dammann  ˈdæ - mən
damme  ˈdæm
damme(2)  ˈdeɪm
dammed  ˈdæmd
dammen  ˈdæ - mən
dammer  ˈdæ - mɚ
dammerman  ˈdæ - mɚ - mən
damming  ˈdæ - mɪŋ
dammit  ˈdæ - mɪt
damn  ˈdæm
damnation  dæm - ˈneɪ - ʃən
damned  ˈdæmd
damning  ˈdæ - mɪŋ
damocles  ˈdæ - mə - kliz
damon  ˈdeɪ - mən
damon's  ˈdeɪ - mənz
damone  də - ˈmoʊn
damons  ˈdeɪ - mənz
damoose  də - ˈmus
damore  ˈdeɪ - mɔr
damour  də - ˈmʊr
damp  ˈdæmp
damped  ˈdæmpt
dampen  ˈdæm - pən
dampened  ˈdæm - pənd
dampening  ˈdæm - pə - nɪŋ
dampening(2)  ˈdæmp - nɪŋ
damper  ˈdæm - pɚ
dampers  ˈdæm - pɚz
dampier  ˈdæm - pi - ɚ
damping  ˈdæm - pɪŋ
dampness  ˈdæmp - nɪs
damps  ˈdæmps
damron  ˈdæ - mrən
damrow  ˈdæm - roʊ
dams  ˈdæmz
damsel  ˈdæm - zəl
damson  ˈdæm - sən
damuth  ˈdæ - muθ
dan  ˈdæn
dan's  ˈdænz
dana  ˈdeɪ - nə
dana's  ˈdeɪ - nəz
danaher  ˈdæ - nə - hɚ
danahy  ˈdæ - nə - hi
danbury  ˈdæn - bɚ - i
danby  ˈdæn - bi
danca  ˈdɑŋ - kə
dancanet  dæŋ - kə - ˈnɛt
dance  ˈdæns
danced  ˈdænst
dancer  ˈdæn - sɚ
dancer's  ˈdæn - sɚz
dancers  ˈdæn - sɚz
dancers'  ˈdæn - sɚz
dances  ˈdæn - səz
dances(2)  ˈdæn - sɪz
dancey  ˈdæn - si
dancin'  ˈdæn - sɪn
dancing  ˈdæn - sɪŋ
dancsak  ˈdænk - sæk
dancy  ˈdæn - si
dandelion  ˈdæn - də - laɪ - ən
dandelions  ˈdæn - də - laɪ - ənz
dandeneau  ˈdæn - dɪ - noʊ
dando  ˈdæn - doʊ
dandrea  ˈdæn - dri - ə
dandridge  ˈdæn - drɪdʒ
dandruff  ˈdæn - drəf
dandurand  ˈdæn - dɚ - ənd
dandy  ˈdæn - di
dandyism  ˈdæn - di - ɪ - zəm
dane  ˈdeɪn
dane's  ˈdeɪnz
danek  ˈdæ - nɪk
danella  də - ˈnɛ - lə
danelle  də - ˈnɛl
daner  ˈdeɪ - nɚ
danes  ˈdeɪnz
danese  dɑ - ˈneɪ - zi
daney  ˈdeɪ - ni
danford  ˈdæn - fɚd
danforth  ˈdæn - fɚθ
dang  ˈdæŋ
dangel  ˈdeɪŋ - gəl
dangelo  ˈdæn - dʒə - loʊ
danger  ˈdeɪn - dʒɚ
dangerfield  ˈdeɪn - dʒɚ - fild
dangerous  ˈdeɪn - dʒɚ - əs
dangerously  ˈdeɪn - dʒɚ - əs - li
dangers  ˈdeɪn - dʒɚz
dangews  ˈdeɪn - dʒuz
dangle  ˈdæŋ - gəl
dangled  ˈdæŋ - gəld
dangler  ˈdæŋ - gə - lɚ
dangler(2)  ˈdæŋ - glɚ
dangles  ˈdæŋ - gəlz
dangling  ˈdæŋ - gə - lɪŋ
dangling(2)  ˈdæŋ - glɪŋ
dango  ˈdæŋ - goʊ
dani  ˈdɑ - ni
dania  ˈdeɪ - nyə
danica  ˈdæ - nɪ - kə
daniel  ˈdæ - nyəl
daniel's  ˈdæ - nyəlz
daniela  dæ - ˈnyɛ - lə
daniele  dæ - ˈnyɛl
daniell  ˈdæ - nil
daniella  dæ - ˈnyɛ - lə
danielle  dæ - ni - ˈɛl
danielle(2)  dæ - ˈnyɛl
daniello  dɑ - ni - ˈɛ - loʊ
daniels  ˈdæ - nyəlz
daniels's  ˈdæ - nyəl - zɪz
daniels's(2)  dæ - ˈnyɛl - zɪz
danielsen  ˈdæ - nyəl - sən
danielski  də - ˈnil - ski
danielson  ˈdæ - nyəl - sən
daniloff  ˈdæ - nə - lɔf
danis  ˈdɑ - niz
danish  ˈdeɪ - nɪʃ
danju  ˈdæn - dʒu
danju's  ˈdæn - dʒuz
danjub  ˈdæn - dʒub
danjub's  ˈdæn - dʒubz
danjube  ˈdæn - dʒub
danjube's  ˈdæn - dʒubz
danjus  ˈdæn - dʒəs
danjus(2)  ˈdæn - dʒuz
dank  ˈdæŋk
danker  ˈdæŋ - kɚ
dankert  ˈdæŋ - kɚt
dankner  ˈdæŋk - nɚ
danko  ˈdæŋ - koʊ
danks  ˈdæŋks
danley  ˈdæn - li
danly  ˈdæn - li
dann  ˈdæn
danna  ˈdæ - nə
dannelly  ˈdæ - nə - li
dannels  ˈdæ - nəlz
dannemeyer  ˈdæ - nə - maɪr
dannemeyer(2)  ˈdæn - maɪr
dannemiller  ˈdæ - nə - mɪ - lɚ
dannemiller(2)  ˈdæn - mɪ - lɚ
dannen  ˈdæ - nən
dannenberg  ˈdæ - nən - bɚg
danner  ˈdæ - nɚ
danners  ˈdæ - nɚz
dannie  ˈdæ - ni
dannunzio  dɑ - ˈnun - zi - oʊ
danny  ˈdæ - ni
danny's  ˈdæ - niz
dano  ˈdɑ - noʊ
danos  ˈdeɪ - noʊz
danowski  də - ˈnɔfs - ki
dansby  ˈdæns - bi
danser  ˈdæn - sɚ
dansereau  ˈdæn - sɚ - oʊ
dansforth  ˈdæns - ˈfɔrθ
dansforth's  ˈdæns - ˈfɔrθs
dansie  ˈdæn - si
danske  ˈdænsk
danskin  ˈdæn - skɪn
dansky  ˈdæns - ki
danson  ˈdæn - sən
danstett  ˈdæn - stɛt
dansville  ˈdænz - vɪl
dansville's  ˈdænz - vɪlz
dant  ˈdænt
dante  ˈdɑn - teɪ
dante's  ˈdæn - tiz
dantin  ˈdæn - tɪn
danton  ˈdæn - tən
dantoni  dɑn - ˈtoʊ - ni
dantonio  dæn - ˈtoʊ - ni - oʊ
dantrell  dæn - ˈtrɛl
dantuono  dɑn - ˈtwoʊ - noʊ
dantzler  ˈdænts - lɚ
danube  ˈdæ - nyub
danvers  ˈdæn - vɚz
danville  ˈdæn - vɪl
danvy  ˈdæn - vi
danylyszyn  dæ - nɪ - ˈli - zɪn
danz  ˈdænz
danza  ˈdæn - zə
danzer  ˈdæn - zɚ
danzig  ˈdæn - zɪg
danziger  ˈdæn - zɪ - gɚ
danzy  ˈdæn - zi
dao  ˈdaʊ
daoud  ˈdaʊd
daoust  ˈdaʊst
daphne  ˈdæf - ni
daphne's  ˈdæf - niz
daphnis  ˈdæf - nəs
dapice  ˈdɑ - pɪs
dapolito  dɑ - poʊ - ˈli - toʊ
daponte  dɑ - ˈpoʊn - teɪ
dapozzo  də - ˈpɑ - zoʊ
dapp  ˈdæp
dapper  ˈdæ - pɚ
dapuzzo  də - ˈpʌ - zoʊ
daquila  dɑk - ˈwi - lə
dar  ˈdɑr
dara  ˈdæ - rə
darak  ˈdɛ - ræk
darblay  ˈdɑr - bleɪ
darbonne  ˈdɑr - bən
darby  ˈdɑr - bi
darby's  ˈdɑr - biz
darbyshire  ˈdɑr - bɪ - ʃaɪr
darcangelo  dɑr - kɑŋ - ˈgɛ - loʊ
darcey  ˈdɑr - si
darcie  ˈdɑr - ki
darco  ˈdɑr - koʊ
darcy  ˈdɑr - si
dardar  dɑr - ˈdɑr
darden  ˈdɑr - dən
darden's  ˈdɑr - dənz
dardis  ˈdɑr - dɪs
dare  ˈdɛr
dared  ˈdɛrd
daredevil  ˈdɛr - dɛ - vəl
daremblum  ˈdɛ - rəm - blum
daren  ˈdæ - rɪn
darensbourg  ˈdæ - rɪns - bɚg
darensbourg(2)  ˈdæ - rənz - bɚg
dares  ˈdɛrz
daresay  ˈdɛr - seɪ
darga  ˈdɑr - gə
dargan  ˈdɑr - gən
dargis  ˈdɑr - gɪs
daria  ˈdɑ - ri - ə
darice  ˈdɑ - rɪs
darien  ˈdɛ - ri - ən
darienzo  dɑ - ˈrin - zoʊ
darin  ˈdæ - rɪn
daring  ˈdɛ - rɪŋ
dario  ˈdɛ - ri - oʊ
darity  ˈdæ - rɪ - ti
darius  dɚ - ˈaɪ - əs
darjeeling  dɑr - ˈdʒi - lɪŋ
darjeeling(2)  dɑr - ˈʒi - lɪŋ
dark  ˈdɑrk
darke  ˈdɑrk
darken  ˈdɑr - kən
darkened  ˈdɑr - kənd
darkening  ˈdɑr - kə - nɪŋ
darkening(2)  ˈdɑrk - nɪŋ
darker  ˈdɑr - kɚ
darkest  ˈdɑr - kəst
darkie  ˈdɑr - ki
darkly  ˈdɑrk - li
darkness  ˈdɑrk - nəs
darkroom  ˈdɑrk - rum
darland  ˈdɑr - lənd
darlene  ˈdɑr - lin
darley  ˈdɑr - li
darlin  ˈdɑr - lɪn
darline  ˈdɑr - laɪn
darling  ˈdɑr - lɪŋ
darlings  ˈdɑr - lɪŋz
darlington  ˈdɑr - lɪŋ - tən
darman  ˈdɑr - mən
darman's  ˈdɑr - mənz
darmstadt  ˈdɑrm - stæt
darn  ˈdɑrn
darnall  ˈdɑr - nəl
darned  ˈdɑrnd
darnedest  ˈdɑrn - dɛst
darnedest(2)  ˈdɑr - nɛst
darnel  ˈdɑr - nəl
darnell  dɑr - ˈnɛl
darner  ˈdɑr - nɚ
darnold  ˈdɑr - noʊld
darns  ˈdɑrnz
darocha  dɑ - ˈroʊ - kə
darosa  dɑ - ˈroʊ - sə
darpa  ˈdɑr - pə
darpino  dɑr - ˈpi - noʊ
darr  ˈdɛr
darr(2)  ˈdɑr
darragh  ˈdɛ - rə
darrah  ˈdæ - rə
darrell  ˈdɛ - rəl
darrelle  dɚ - ˈɛl
darren  ˈdɑ - rən
darrick  ˈdæ - rɪk
darrigo  dɑ - ˈri - goʊ
darrington  ˈdæ - rɪŋ - tən
darroch  ˈdæ - rək
darrough  ˈdæ - raʊ
darrow  ˈdɛ - roʊ
darryl  ˈdɛ - rəl
darsey  ˈdɑr - si
darst  ˈdɑrst
darsy  ˈdɑr - si
dart  ˈdɑrt
dart's  ˈdɑrts
dartboard  ˈdɑrt - bɔrd
darted  ˈdɑr - tɪd
darter  ˈdɑr - tɚ
dartez  dɑr - ˈtɛz
darth  ˈdɑrθ
darting  ˈdɑr - tɪŋ
dartmouth  ˈdɑrt - məθ
dartmouth's  ˈdɑrt - məθs
darton  ˈdɑr - tən
darts  ˈdɑrts
dartt  ˈdɑrt
darty  ˈdɑr - ti
darty's  ˈdɑr - tiz
darville  ˈdɑr - vɪl
darwin  ˈdɑr - wɪn
darwinian  dɑr - ˈwɪ - ni - ən
darwinism  ˈdɑr - wɪ - nɪ - zəm
darwish  ˈdɑr - wɪʃ
daryl  ˈdɛ - rəl
das  ˈdæs
dasa  ˈdɑ - sə
dasa(2)  ˈdæ - sə
dasaro  dɑ - ˈsɑ - roʊ
dasburg  ˈdæs - bɚg
dascenzo  dɑs - ˈtʃɛn - zoʊ
dasch  ˈdæʃ
daschle  ˈdæʃ - li
dascoli  dɑ - ˈskoʊ - li
dase  ˈdeɪz
daseke  ˈdeɪ - sə - ki
dash  ˈdæʃ
dashboard  ˈdæʃ - bɔrd
dashboards  ˈdæʃ - bɔrdz
dashed  ˈdæʃt
dashel  ˈdæ - ʃəl
dashell  ˈdæ - ʃəl
dasher  ˈdæ - ʃɚ
dashes  ˈdæ - ʃɪz
dashiell  ˈdæ - ʃil
dashiki  də - ˈʃi - ki
dashing  ˈdæ - ʃɪŋ
dashnaw  ˈdæʃ - nɔ
dashner  ˈdæʃ - nɚ
dashville  ˈdæʃ - vɪl
